<anon> events\ACW.txt [province_event\option] (Line 1122, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 1803, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 1821, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 1915, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 1930, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2042, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2060, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2169, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2182, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2196, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2295, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2312, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2402, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2415, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2506, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2522, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2627, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2646, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2737, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2750, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2854, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2881, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2974, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 2984, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3086, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3102, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3170, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3178, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3282, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3293, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3390, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3397, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3494, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3507, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3607, column 2) (Scope Country)
<anon> events\NationalistMovements.txt [province_event\option] (Line 3615, column 2) (Scope Country)
<anon> events\NationalUnification.txt [country_event\option] (Line 11, column 2) (Scope Country)
	Outgoing
		11101: events\NationalUnification.txt [country_event\option\any_country\country_event\id] (Line 49, column 22)
11101 (Scope <err>)
	Incoming
		<anon> events\NationalUnification.txt [country_event\option] (Line 11, column 2) (Scope Country): events\NationalUnification.txt [country_event\option\any_country\country_event\id] (Line 49, column 22)
		<anon> events\NationalUnification.txt [country_event\option] (Line 151, column 2) (Scope Country): events\NationalUnification.txt [country_event\option\any_country\country_event\id] (Line 165, column 22)
		<anon> decisions\NationalUnification.txt [political_decisions\form_union_nation\effect] (Line 241, column 3) (Scope Country): decisions\NationalUnification.txt [political_decisions\form_union_nation\effect\any_country\country_event\id] (Line 254, column 23)
		<anon> decisions\NationalUnification.txt [political_decisions\form_germany\effect] (Line 292, column 3) (Scope Country): decisions\NationalUnification.txt [political_decisions\form_germany\effect\any_country\country_event\id] (Line 301, column 23)
		<anon> decisions\NationalUnification.txt [political_decisions\form_italy\effect] (Line 341, column 3) (Scope Country): decisions\NationalUnification.txt [political_decisions\form_italy\effect\any_country\country_event\id] (Line 354, column 23)
		<anon> decisions\NationalUnification.txt [political_decisions\unite_moldavia_wallachia\effect] (Line 611, column 3) (Scope Country): decisions\NationalUnification.txt [political_decisions\unite_moldavia_wallachia\effect\random_country\country_event] (Line 619, column 5)
		<anon> decisions\NationalUnification.txt [political_decisions\unite_moldavia_wallachia\effect] (Line 611, column 3) (Scope Country): decisions\NationalUnification.txt [political_decisions\unite_moldavia_wallachia\effect\random_country\country_event] (Line 626, column 5)
<anon> events\NationalUnification.txt [country_event\option] (Line 92, column 2) (Scope Country)
<anon> events\NationalUnification.txt [country_event\option] (Line 117, column 2) (Scope Country)
<anon> events\NationalUnification.txt [country_event\option] (Line 127, column 2) (Scope Country)
<anon> events\NationalUnification.txt [country_event\option] (Line 151, column 2) (Scope Country)
	Outgoing
		11101: events\NationalUnification.txt [country_event\option\any_country\country_event\id] (Line 165, column 22)
<anon> events\NationalUnification.txt [country_event\option] (Line 173, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 16, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 23, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 49, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 54, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 81, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 92, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 117, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 122, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 144, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 151, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 172, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 179, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 203, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 210, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 232, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 240, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 262, column 2) (Scope Country)
<anon> events\NationalValues.txt [country_event\option] (Line 274, column 2) (Scope Country)
<anon> events\NaturalDisasters.txt [country_event\option] (Line 24, column 2) (Scope Country)
<anon> events\NaturalDisasters.txt [country_event\option] (Line 58, column 2) (Scope Country)
<anon> events\NaturalDisasters.txt [country_event\option] (Line 92, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 41, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 92, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 139, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 186, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 233, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 280, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 327, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 374, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 421, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 468, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 515, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 562, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 609, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 656, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 703, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 750, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 797, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 844, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 891, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 938, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 985, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1032, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1079, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1126, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1173, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1220, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1267, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1314, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1361, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1408, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1455, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1502, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1549, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1596, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1643, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1690, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1737, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1784, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1831, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1878, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1925, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 1971, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2018, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2065, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2112, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2159, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2206, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2253, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2300, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2347, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2394, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2441, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2488, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2535, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2582, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2629, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2676, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2723, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2770, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2817, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2864, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2911, column 2) (Scope Country)
<anon> events\NobelPrize.txt [country_event\option] (Line 2958, column 2) (Scope Country)
