EVTNAME91001; We took the naval blockade; X
gain_state_azer; Capture Province - Azerbaijan; X
gain_state_azer_short; Capture province $ STATE $ (3); X
gain_state_azer_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_georgia; Capture Province - Georgia; X
gain_state_georgia_short; Capture province $ STATE $ (3); X
gain_state_georgia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_armenia; Capture Province - Armenia; X
gain_state_armenia_short; Capture province $ STATE $ (3); X
gain_state_armenia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_turkey; Capture Province - Turkey; X
gain_state_turkey_short; Capture province $ STATE $ (6); X
gain_state_turkey_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_siria_lebanon; Capture of province - Syria and Lebanon (2); X
gain_state_siria_lebanon_short; Capture STATE $ $ Province; X
gain_state_siria_lebanon_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_transjordan; Capture of province - Transjordan (2); X
gain_state_transjordan_short; Capture STATE $ $ Province; X
gain_state_transjordan_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_iraq; Capture Province - Iraq (2); X
gain_state_iraq_short; Capture STATE $ $ Province; X
gain_state_iraq_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_arabia; Capture of province - Arabia (2); X
gain_state_arabia_short; Capture STATE $ $ Province; X
gain_state_arabia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_omanyemen; Capture of province - Oman and Yemen (2); X
gain_state_omanyemen_short; Capture STATE $ $ Province; X
gain_state_omanyemen_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_iran; Capture Province - Iran (3); X
gain_state_iran_short; Capture STATE $ $ Province; X
gain_state_iran_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_kazakh; Capture Province - Kazakhstan (2); X
gain_state_kazakh_short; Capture STATE $ $ Province; X
gain_state_kazakh_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_turkestan; Capture of province - Turkestan (2); X
gain_state_turkestan_short; Capture STATE $ $ Province; X
gain_state_turkestan_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_afgan; Capture Province - Afghanistan (2); X
gain_state_afgan_short; Capture STATE $ $ Province; X
gain_state_afgan_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_pakistan; Capture of province - Pakistan (2); X
gain_state_pakistan_short; Capture STATE $ $ Province; X
gain_state_pakistan_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
X; -; gain_state_india India (4) City Capture
gain_state_india_short; Capture STATE $ $ Province; X
gain_state_india_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_indianocean; Capture Province - Indian Ocean; X
gain_state_indianocean_short; Capture province $ STATE $ (2); X
gain_state_indianocean_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_atlanticocean; Capture Province - Atlantic; X
gain_state_atlanticocean_short; Capture province $ STATE $ (2); X
gain_state_atlanticocean_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_myanma; Capture Province - Myanmar; X
gain_state_myanma_short; Capture province $ STATE $ (2); X
gain_state_myanma_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_thai; Capture Province - Thailand; X
gain_state_thai_short; Capture province $ STATE $ (2); X
gain_state_thai_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_malay; Capture Province - Malaya; X
gain_state_malay_short; Capture province $ STATE $ (2); X
gain_state_malay_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_indochina; Capture Province - Indochina; X
gain_state_indochina_short; Capture province $ STATE $ (2); X
gain_state_indochina_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_sumatra; Capture Province - Sumatra; X
gain_state_sumatra_short; Capture province $ STATE $ (2); X
gain_state_sumatra_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_java; Capture Province - Java; X
gain_state_java_short; Capture province $ STATE $ (6); X
gain_state_java_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_borneo; Capture Province - Kalimantan; X
gain_state_borneo_short; Capture province $ STATE $ (2); X
gain_state_borneo_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_moluccas; Capture Province - Molukka; X
gain_state_moluccas_short; Capture province $ STATE $ (2); X
gain_state_moluccas_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_zondean; Capture Province - Sunda Islands; X
gain_state_zondean_short; Capture province $ STATE $ (2); X
gain_state_zondean_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_newgvinea; Capture Province - New Guinea; X
gain_state_newgvinea_short; Capture province $ STATE $ (2); X
gain_state_newgvinea_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_philipines; Capture Province - Philippines; X
gain_state_philipines_short; Capture province $ STATE $ (2); X
gain_state_philipines_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_australia; Capture Province - Australia; X
gain_state_australia_short; Capture province $ STATE $ (2); X
gain_state_australia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_newzeland; Capture Province - New Zealand; X
gain_state_newzeland_short; Capture province $ STATE $ (2); X
gain_state_newzeland_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_pacific; Capture Province - Pacific Ocean; X
gain_state_pacific_short; Capture province $ STATE $ (2); X
gain_state_pacific_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_korea; Capture Province - Korea; X
gain_state_korea_short; Capture province $ STATE $ (3); X
gain_state_korea_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_nippon; Capture Province - Japan; X
gain_state_nippon_short; Capture province $ STATE $ (6); X
gain_state_nippon_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_canada; Capture Province - Canada; X
gain_state_canada_short; Capture province $ STATE $ (2); X
gain_state_canada_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_mexico; Capture Province - Mexico; X
gain_state_mexico_short; Capture province $ STATE $ (2); X
gain_state_mexico_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_centralamerica; Capture Province - Center. America; X
gain_state_centralamerica_short; Capture province $ STATE $ (2); X
gain_state_centralamerica_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_carribean; Capture Province - Caribbean; X
gain_state_carribean_short; Capture province $ STATE $ (2); X
gain_state_carribean_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_venezuela; Capture Province - Venezuela; X
gain_state_venezuela_short; Capture province $ STATE $ (2); X
gain_state_venezuela_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_columbia; Capture Province - Colombia; X
gain_state_columbia_short; Capture province $ STATE $ (2); X
gain_state_columbia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_ecuador; Capture Province - Ecuador; X
gain_state_ecuador_short; Capture province $ STATE $ (2); X
gain_state_ecuador_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_peru; Capture Province - Peru; X
gain_state_peru_short; Capture province $ STATE $ (2); X
gain_state_peru_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_brazil; Capture Province - Brazil; X
gain_state_brazil_short; Capture province $ STATE $ (2); X
gain_state_brazil_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_paraguai; Capture Province - Paraguay; X
gain_state_paraguai_short; Capture province $ STATE $ (2); X
gain_state_paraguai_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_argentina; Capture Province - Argentina; X
gain_state_argentina_short; Capture province $ STATE $ (2); X
gain_state_argentina_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_bolivia; Capture Province - Bolivia; X
gain_state_bolivia_short; Capture province $ STATE $ (2); X
gain_state_bolivia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_chilie; Capture Province - Chile; X
gain_state_chilie_short; Capture province $ STATE $ (2); X
gain_state_chilie_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_uruguai; Capture of province - Uruguay; X
gain_state_uruguai_short; Capture province $ STATE $ (2); X
gain_state_uruguai_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_westusa; Capture Province - US West; X
gain_state_westusa_short; Capture province $ STATE $ (4); X
gain_state_westusa_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_midwestusa; Capture Province - US Midwest; X
gain_state_midwestusa_short; Capture province $ STATE $ (4); X
gain_state_midwestusa_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_northeastusa; Capture Province - Northeast US; X
gain_state_northeastusa_short; Capture province $ STATE $ (6); X
gain_state_northeastusa_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_southusa; Capture Province - South US; X
gain_state_southusa_short; Capture province $ STATE $ (4); X
gain_state_southusa_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_manchu; Capture Province - Manchuria; X
gain_state_manchu_short; Capture province $ STATE $ (3); X
gain_state_manchu_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_primorie; Capture Province - Primorye; X
gain_state_primorie_short; Capture province $ STATE $ (3); X
gain_state_primorie_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_fareast; Capture Province - the Far East; X
gain_state_fareast_short; Capture province $ STATE $ (3); X
gain_state_fareast_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_northsiberia; Capture Province - Northern Siberia; X
gain_state_northsiberia_short; Capture province $ STATE $ (2); X
gain_state_northsiberia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_southsiberia; Capture Province - South Siberia; X
gain_state_southsiberia_short; Capture province $ STATE $ (3); X
gain_state_southsiberia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_ural; Capture Province - Ural; X
gain_state_ural_short; Capture province $ STATE $ (4); X
gain_state_ural_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_northrenrussia; Capture Province - North Russia; X
gain_state_northrenrussia_short; Capture province $ STATE $ (4); X
gain_state_northrenrussia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_centralrussia; Capture Province - Central Russia; X
gain_state_centralrussia_short; Capture province $ STATE $ (6); X
gain_state_centralrussia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_southernrussia; Capture Province - South Russia; X
gain_state_southernrussia_short; Capture province $ STATE $ (4); X
gain_state_southernrussia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_gayana; Capture Province - Guyana; X
gain_state_gayana_short; Capture province $ STATE $ (3); X
gain_state_gayana_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_libya; Capture Province - Libya; X
gain_state_libya_short; Capture province $ STATE $ (2); X
gain_state_libya_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_tunis; Capture Province - Tunisia; X
gain_state_tunis_short; Capture province $ STATE $ (2); X
gain_state_tunis_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_algeria; Capture Province - Algeria; X
gain_state_algeria_short; Capture province $ STATE $ (2); X
gain_state_algeria_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_morocco; Capture Province - Morocco; X
gain_state_morocco_short; Capture province $ STATE $ (2); X
gain_state_morocco_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_egypt; Capture Province - Egypt; X
gain_state_egypt_short; Capture province $ STATE $ (2); X
gain_state_egypt_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_ethiopia; Capture Province - Ethiopia; X
gain_state_ethiopia_short; Capture province $ STATE $ (2); X
gain_state_ethiopia_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_sudan; Capture Province - Sudan; X
gain_state_sudan_short; Capture province $ STATE $ (2); X
gain_state_sudan_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_sahara; Capture Province - Sahara; X
gain_state_sahara_short; Capture province $ STATE $ (2); X
gain_state_sahara_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_westafrica; Capture Province - West Africa; X
gain_state_westafrica_short; Capture province $ STATE $ (2); X
gain_state_westafrica_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
gain_state_centralafrica; Capture Province - Central Africa; X
gain_state_centralafrica_short; Capture province $ STATE $ (2); X
gain_state_centralafrica_setup; Capture the province $ $ in the STATE Power $ RECIPIENT $ .; X
